,embedding,name,split,preprocessing,classifier,accuracy,prep_time,clf_time
0,fasttextidf,Newspapers,0,None,KNeighborsClassifier,0.9096,0.0,0.4286
1,fasttextidf,Newspapers,0,None,LinearSVC,0.9253,0.0,4.174
2,fasttextidf,Newspapers,0,None,MLPClassifier,0.9318,0.0,22.8545
3,fasttextidf,Newspapers,0,None,CatBoostClassifier,0.943,0.0,48.4793
4,fasttextidf,Newspapers,0,None,LGBMClassifier,0.9273,0.0,7.7623
5,fasttextidf,Newspapers,0,None,XGBClassifier,0.9286,0.0,29.9582
6,fasttextidf,Newspapers,0,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.9135,0.7222,0.3436
7,fasttextidf,Newspapers,0,"PCA(n_components=50, random_state=42)",LinearSVC,0.9214,0.7222,1.0561
8,fasttextidf,Newspapers,0,"PCA(n_components=50, random_state=42)",MLPClassifier,0.9364,0.7222,21.9565
9,fasttextidf,Newspapers,0,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9286,0.7222,12.0856
10,fasttextidf,Newspapers,0,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.9174,0.7222,1.5184
11,fasttextidf,Newspapers,0,"PCA(n_components=50, random_state=42)",XGBClassifier,0.922,0.7222,6.6174
12,fasttextidf,Newspapers,1,None,KNeighborsClassifier,0.8781,0.0,0.391
13,fasttextidf,Newspapers,1,None,LinearSVC,0.9332,0.0,3.9845
14,fasttextidf,Newspapers,1,None,MLPClassifier,0.9391,0.0,26.3182
15,fasttextidf,Newspapers,1,None,CatBoostClassifier,0.9364,0.0,49.317
16,fasttextidf,Newspapers,1,None,LGBMClassifier,0.9338,0.0,7.8327
17,fasttextidf,Newspapers,1,None,XGBClassifier,0.9351,0.0,30.1133
18,fasttextidf,Newspapers,1,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.9115,0.702,0.3654
19,fasttextidf,Newspapers,1,"PCA(n_components=50, random_state=42)",LinearSVC,0.9279,0.702,1.41
20,fasttextidf,Newspapers,1,"PCA(n_components=50, random_state=42)",MLPClassifier,0.9358,0.702,21.5708
21,fasttextidf,Newspapers,1,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9345,0.702,11.9593
22,fasttextidf,Newspapers,1,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.924,0.702,1.5629
23,fasttextidf,Newspapers,1,"PCA(n_components=50, random_state=42)",XGBClassifier,0.9273,0.702,6.5657
24,fasttextidf,Newspapers,2,None,KNeighborsClassifier,0.8801,0.0,0.4107
25,fasttextidf,Newspapers,2,None,LinearSVC,0.9122,0.0,3.814
26,fasttextidf,Newspapers,2,None,MLPClassifier,0.9273,0.0,22.5892
