,embedding,name,split,preprocessing,classifier,accuracy,prep_time,clf_time
27,average_fasttext,Agatha Christie,2,None,CatBoostClassifier,0.7547,0.0008,28.3633
28,average_fasttext,Agatha Christie,2,None,LGBMClassifier,0.7736,0.0008,0.2816
29,average_fasttext,Agatha Christie,2,None,XGBClassifier,0.7547,0.0008,0.321
30,average_fasttext,Agatha Christie,2,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.7358,0.084,0.013
31,average_fasttext,Agatha Christie,2,"PCA(n_components=50, random_state=42)",LinearSVC,0.6792,0.084,0.0106
32,average_fasttext,Agatha Christie,2,"PCA(n_components=50, random_state=42)",MLPClassifier,0.7736,0.084,1.1222
33,average_fasttext,Agatha Christie,2,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.7925,0.084,4.8163
34,average_fasttext,Agatha Christie,2,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.8113,0.084,0.398
35,average_fasttext,Agatha Christie,2,"PCA(n_components=50, random_state=42)",XGBClassifier,0.7736,0.084,0.1321
36,average_fasttext,Agatha Christie,3,None,KNeighborsClassifier,0.6604,0.0006,0.0141
37,average_fasttext,Agatha Christie,3,None,LinearSVC,0.6415,0.0006,0.0616
38,average_fasttext,Agatha Christie,3,None,MLPClassifier,0.7925,0.0006,1.9798
39,average_fasttext,Agatha Christie,3,None,CatBoostClassifier,0.8302,0.0006,28.0339
40,average_fasttext,Agatha Christie,3,None,LGBMClassifier,0.7736,0.0006,0.3299
41,average_fasttext,Agatha Christie,3,None,XGBClassifier,0.7736,0.0006,0.3202
42,average_fasttext,Agatha Christie,3,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.717,0.0641,0.0136
43,average_fasttext,Agatha Christie,3,"PCA(n_components=50, random_state=42)",LinearSVC,0.6226,0.0641,0.0094
44,average_fasttext,Agatha Christie,3,"PCA(n_components=50, random_state=42)",MLPClassifier,0.7547,0.0641,1.1273
45,average_fasttext,Agatha Christie,3,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.8302,0.0641,5.2035
46,average_fasttext,Agatha Christie,3,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.8302,0.0641,0.1292
47,average_fasttext,Agatha Christie,3,"PCA(n_components=50, random_state=42)",XGBClassifier,0.8302,0.0641,0.1302
48,average_fasttext,Agatha Christie,4,None,KNeighborsClassifier,0.7547,0.001,0.0262
49,average_fasttext,Agatha Christie,4,None,LinearSVC,0.8491,0.001,0.0634
50,average_fasttext,Agatha Christie,4,None,MLPClassifier,0.8679,0.001,2.1293
51,average_fasttext,Agatha Christie,4,None,CatBoostClassifier,0.9245,0.001,27.4006
52,average_fasttext,Agatha Christie,4,None,LGBMClassifier,0.9057,0.001,0.3137
53,average_fasttext,Agatha Christie,4,None,XGBClassifier,0.8868,0.001,0.3383
54,average_fasttext,Agatha Christie,4,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.7547,0.0961,0.0239
55,average_fasttext,Agatha Christie,4,"PCA(n_components=50, random_state=42)",LinearSVC,0.8491,0.0961,0.0124
56,average_fasttext,Agatha Christie,4,"PCA(n_components=50, random_state=42)",MLPClassifier,0.8679,0.0961,1.1532
57,average_fasttext,Agatha Christie,4,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.7736,0.0961,5.3462
58,average_fasttext,Agatha Christie,4,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.8302,0.0961,0.1243
59,average_fasttext,Agatha Christie,4,"PCA(n_components=50, random_state=42)",XGBClassifier,0.7547,0.0961,0.1261
