,embedding,name,split,preprocessing,classifier,accuracy,prep_time,clf_time
0,avg_glove,Jane Austen,0,None,KNeighborsClassifier,0.5323,0.0029,0.0613
1,avg_glove,Jane Austen,0,None,LinearSVC,0.8365,0.0029,0.3938
2,avg_glove,Jane Austen,0,None,MLPClassifier,0.8441,0.0029,6.2862
3,avg_glove,Jane Austen,0,None,CatBoostClassifier,0.7985,0.0029,46.8769
4,avg_glove,Jane Austen,0,None,LGBMClassifier,0.7452,0.0029,5.2801
5,avg_glove,Jane Austen,0,None,XGBClassifier,0.6882,0.0029,4.249
6,avg_glove,Jane Austen,0,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.5665,0.7743,0.0459
7,avg_glove,Jane Austen,0,"PCA(n_components=50, random_state=42)",LinearSVC,0.7947,0.7743,0.0381
8,avg_glove,Jane Austen,0,"PCA(n_components=50, random_state=42)",MLPClassifier,0.8023,0.7743,2.1583
9,avg_glove,Jane Austen,0,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.7605,0.7743,11.6864
10,avg_glove,Jane Austen,0,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.7262,0.7743,1.0941
11,avg_glove,Jane Austen,0,"PCA(n_components=50, random_state=42)",XGBClassifier,0.7148,0.7743,1.0813
12,avg_glove,Jane Austen,1,None,KNeighborsClassifier,0.4411,0.0015,0.0644
13,avg_glove,Jane Austen,1,None,LinearSVC,0.8745,0.0015,0.4005
14,avg_glove,Jane Austen,1,None,MLPClassifier,0.8707,0.0015,5.7616
15,avg_glove,Jane Austen,1,None,CatBoostClassifier,0.7757,0.0015,46.8948
16,avg_glove,Jane Austen,1,None,LGBMClassifier,0.7719,0.0015,5.3555
17,avg_glove,Jane Austen,1,None,XGBClassifier,0.7681,0.0015,4.3438
18,avg_glove,Jane Austen,1,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.5171,0.8722,0.0596
19,avg_glove,Jane Austen,1,"PCA(n_components=50, random_state=42)",LinearSVC,0.8099,0.8722,0.0666
20,avg_glove,Jane Austen,1,"PCA(n_components=50, random_state=42)",MLPClassifier,0.8061,0.8722,4.191
