,embedding,name,split,preprocessing,classifier,accuracy,prep_time,clf_time
45,distiluse,Newspapers,3,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9751,1.5005,12.1925
46,distiluse,Newspapers,3,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.9731,1.5005,1.3898
47,distiluse,Newspapers,3,"PCA(n_components=50, random_state=42)",XGBClassifier,0.9692,1.5005,4.6034
48,distiluse,Newspapers,4,None,KNeighborsClassifier,0.9757,0.0228,1.0547
49,distiluse,Newspapers,4,None,LinearSVC,0.9679,0.0228,0.4741
50,distiluse,Newspapers,4,None,MLPClassifier,0.9659,0.0228,31.5374
51,distiluse,Newspapers,4,None,CatBoostClassifier,0.9672,0.0228,66.1317
52,distiluse,Newspapers,4,None,LGBMClassifier,0.9685,0.0228,12.4516
53,distiluse,Newspapers,4,None,XGBClassifier,0.9685,0.0228,38.7443
54,distiluse,Newspapers,4,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.9718,1.5649,0.4001
55,distiluse,Newspapers,4,"PCA(n_components=50, random_state=42)",LinearSVC,0.9633,1.5649,0.0645
56,distiluse,Newspapers,4,"PCA(n_components=50, random_state=42)",MLPClassifier,0.9639,1.5649,19.373
57,distiluse,Newspapers,4,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9718,1.5649,11.3522
58,distiluse,Newspapers,4,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.9698,1.5649,1.4004
59,distiluse,Newspapers,4,"PCA(n_components=50, random_state=42)",XGBClassifier,0.9698,1.5649,4.5863
