,embedding,name,split,preprocessing,classifier,accuracy,prep_time,clf_time
28,roberta,Newspapers,2,None,LGBMClassifier,0.9626,0.0242,18.6834
29,roberta,Newspapers,2,None,XGBClassifier,0.9581,0.0242,62.8648
30,roberta,Newspapers,2,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.9509,1.4838,4.4011
31,roberta,Newspapers,2,"PCA(n_components=50, random_state=42)",LinearSVC,0.9581,1.4838,1.2158
32,roberta,Newspapers,2,"PCA(n_components=50, random_state=42)",MLPClassifier,0.9587,1.4838,11.9649
33,roberta,Newspapers,2,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9607,1.4838,12.4325
34,roberta,Newspapers,2,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.9502,1.4838,1.4711
35,roberta,Newspapers,2,"PCA(n_components=50, random_state=42)",XGBClassifier,0.9456,1.4838,5.7835
36,roberta,Newspapers,3,None,KNeighborsClassifier,0.943,0.0251,5.1489
37,roberta,Newspapers,3,None,LinearSVC,0.9607,0.0251,4.0065
38,roberta,Newspapers,3,None,MLPClassifier,0.9659,0.0251,18.2172
39,roberta,Newspapers,3,None,CatBoostClassifier,0.9659,0.0251,101.9824
40,roberta,Newspapers,3,None,LGBMClassifier,0.9593,0.0251,18.8839
41,roberta,Newspapers,3,None,XGBClassifier,0.958,0.0251,63.3558
42,roberta,Newspapers,3,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.9357,1.5627,5.1355
43,roberta,Newspapers,3,"PCA(n_components=50, random_state=42)",LinearSVC,0.9528,1.5627,1.2592
44,roberta,Newspapers,3,"PCA(n_components=50, random_state=42)",MLPClassifier,0.958,1.5627,16.8553
45,roberta,Newspapers,3,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9646,1.5627,11.5709
46,roberta,Newspapers,3,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.9423,1.5627,1.6809
47,roberta,Newspapers,3,"PCA(n_components=50, random_state=42)",XGBClassifier,0.9475,1.5627,5.661
48,roberta,Newspapers,4,None,KNeighborsClassifier,0.9548,0.0348,2.1238
49,roberta,Newspapers,4,None,LinearSVC,0.9613,0.0348,3.8807
50,roberta,Newspapers,4,None,MLPClassifier,0.9698,0.0348,16.4797
51,roberta,Newspapers,4,None,CatBoostClassifier,0.9685,0.0348,100.308
52,roberta,Newspapers,4,None,LGBMClassifier,0.9646,0.0348,18.5794
53,roberta,Newspapers,4,None,XGBClassifier,0.9659,0.0348,62.8871
54,roberta,Newspapers,4,"PCA(n_components=50, random_state=42)",KNeighborsClassifier,0.9449,1.5759,0.3871
55,roberta,Newspapers,4,"PCA(n_components=50, random_state=42)",LinearSVC,0.9593,1.5759,1.1907
56,roberta,Newspapers,4,"PCA(n_components=50, random_state=42)",MLPClassifier,0.9593,1.5759,15.3445
57,roberta,Newspapers,4,"PCA(n_components=50, random_state=42)",CatBoostClassifier,0.9587,1.5759,12.2425
58,roberta,Newspapers,4,"PCA(n_components=50, random_state=42)",LGBMClassifier,0.9515,1.5759,1.496
59,roberta,Newspapers,4,"PCA(n_components=50, random_state=42)",XGBClassifier,0.9482,1.5759,5.7552
